
/src/bin/marky-markdown.js
  13:1  warning  Found fs.readFile with non literal argument at index 0  security/detect-non-literal-fs-filename
  38:9  warning  Generic Object Injection Sink  security/detect-object-injection
  58:9  warning  Generic Object Injection Sink  security/detect-object-injection

/src/lib/plugin/youtube.js
  20:31  warning  Found non-literal argument to RegExp Constructor  security/detect-non-literal-regexp
  29:42  warning  Unsafe Regular Expression                         security/detect-unsafe-regex
  46:19  warning  Generic Object Injection Sink                     security/detect-object-injection
  72:7   warning  Generic Object Injection Sink                     security/detect-object-injection
  87:25  warning  Generic Object Injection Sink                     security/detect-object-injection
  89:7   warning  Generic Object Injection Sink                     security/detect-object-injection
  89:45  warning  Generic Object Injection Sink                     security/detect-object-injection
  92:60  warning  Generic Object Injection Sink                     security/detect-object-injection
  93:13  warning  Generic Object Injection Sink                     security/detect-object-injection
  94:11  warning  Generic Object Injection Sink                     security/detect-object-injection

/src/lib/render.js
  121:7   warning  Generic Object Injection Sink  security/detect-object-injection
  121:30  warning  Generic Object Injection Sink  security/detect-object-injection

/src/lib/sanitize.js
  97:47  warning  Unsafe Regular Expression  security/detect-unsafe-regex

✖ 1259 problems (1 error, 1258 warnings)

